loyalty_number,segment_name,churn_probability,risk_tier,recency_months,alltime_total_flights_sum,months_inactive,churned,action,channel,timing,goal,cost_usd,est_retention_lift,action_key,clv_proxy,est_roi
718887,Frequent Redeemers,6.018786245685165e-05,Low Risk,0.0,40,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4734.26,93.69
718922,Frequent Redeemers,0.5735863860929176,Medium Risk,5.0,42,5,1,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,2822.73,333.73
718962,Frequent Redeemers,0.02143387170319575,Low Risk,0.0,36,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2535.27,49.71
718972,Frequent Redeemers,0.00016785716685890762,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,13599.92,271.0
719135,Frequent Redeemers,0.00011573199357729068,Low Risk,0.0,39,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,25464.82,508.3
719162,At Risk Premium,0.9958719124484403,High Risk,20.0,7,20,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,10972.07,2713.02
719192,Seasonal Travelers,0.015294700306411849,Low Risk,2.0,41,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5459.22,108.18
719213,Seasonal Travelers,0.001708810789199366,Low Risk,0.0,43,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6333.03,125.66
719242,Frequent Redeemers,0.008236377596808954,Low Risk,0.0,42,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2435.15,47.7
719300,High Value Loyalists,0.002317068928291073,Low Risk,0.0,7,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,25002.02,499.04
719383,Frequent Redeemers,0.01708066873643991,Low Risk,1.0,40,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5028.58,99.57
719576,High Value Loyalists,0.10660688241146583,Low Risk,3.0,12,3,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3549.02,69.98
719633,High Value Loyalists,0.9999541704516444,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,4250.78,1225.23
719673,Frequent Redeemers,0.002072953408819238,Low Risk,0.0,41,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4517.91,89.36
719706,Dormant Members,0.015710085706873742,Low Risk,1.0,23,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,10208.93,203.18
719719,High Value Loyalists,0.00014768448636290224,Low Risk,0.0,9,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5028.74,99.57
719736,Seasonal Travelers,0.009152103527127019,Low Risk,0.0,44,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,14435.67,287.71
719824,Frequent Redeemers,0.0001976422472068489,Low Risk,0.0,36,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,24610.78,491.22
719850,High Value Loyalists,0.999910329762676,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,14226.5,4217.95
720007,Dormant Members,0.0996008352593644,Low Risk,2.0,30,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4697.15,92.94
720079,Dormant Members,0.0008417192889234315,Low Risk,0.0,28,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2574.02,50.48
720131,High Value Loyalists,0.000923772428061631,Low Risk,0.0,2,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,12280.77,244.62
720146,Frequent Redeemers,0.8071872723515175,High Risk,3.0,35,3,0,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,5332.46,1549.74
720178,High Value Loyalists,0.999796531784734,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,2648.47,744.54
720197,Frequent Redeemers,5.438483437285155e-05,Low Risk,0.0,35,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7577.07,150.54
720300,Dormant Members,0.8386312080090628,High Risk,7.0,28,7,1,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,3748.99,444.88
720465,Dormant Members,0.5062651386114402,Medium Risk,3.0,26,3,0,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,5505.17,1346.29
720514,Seasonal Travelers,0.00020124876398820618,Low Risk,0.0,48,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4165.17,82.3
720536,High Value Loyalists,0.999924804214312,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,6852.0,2005.6
720557,Frequent Redeemers,0.13477039375893599,Low Risk,0.0,36,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,10110.96,201.22
720626,Dormant Members,0.6700164953036127,Medium Risk,2.0,25,2,0,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,3664.22,886.06
720765,Dormant Members,0.018096399940654415,Low Risk,2.0,33,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2665.45,52.31
720939,Seasonal Travelers,0.00039095000437729046,Low Risk,0.0,51,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,21423.64,427.47
721088,Frequent Redeemers,0.0031583548935471707,Low Risk,0.0,32,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5363.53,106.27
721225,Frequent Redeemers,0.000329320638316642,Low Risk,0.0,35,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3498.77,68.98
721300,Frequent Redeemers,0.0024336191624365357,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8736.5,173.73
721364,High Value Loyalists,0.9998856666161623,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,5548.03,1614.41
721366,Frequent Redeemers,0.5847374068071592,Medium Risk,1.0,36,1,0,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,20215.39,2420.85
721372,Frequent Redeemers,0.0009565629517201167,Low Risk,0.0,41,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,14226.5,283.53
721377,Seasonal Travelers,0.003700780034425666,Low Risk,0.0,45,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2224.09,43.48
721406,Dormant Members,0.008388264844325227,Low Risk,1.0,27,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,13995.69,278.91
721423,Seasonal Travelers,0.026127680371956907,Low Risk,2.0,45,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3455.17,68.1
721437,Dormant Members,0.0002821819980974117,Low Risk,0.0,24,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2396.22,46.92
721438,Frequent Redeemers,0.004397624630592383,Low Risk,0.0,43,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4045.34,79.91
721456,Dormant Members,0.876677952878323,High Risk,5.0,11,5,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,8509.85,2502.96
721494,Dormant Members,0.00029229506743602647,Low Risk,0.0,17,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,20395.97,406.92
721639,At Risk Premium,0.9943481577297583,High Risk,19.0,16,19,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,2713.56,648.39
721664,Frequent Redeemers,0.011330827058665477,Low Risk,0.0,44,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2472.47,48.45
721688,Frequent Redeemers,0.001122545620122198,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,11009.13,219.18
721707,Seasonal Travelers,0.018633255050821848,Low Risk,0.0,49,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,15102.23,301.04
721713,Dormant Members,0.16735782679238922,Low Risk,0.0,17,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8324.23,165.48
721786,Seasonal Travelers,0.0010976363969523342,Low Risk,0.0,40,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6645.93,131.92
721973,Frequent Redeemers,0.03221870081237843,Low Risk,2.0,39,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,11905.07,237.1
721984,Frequent Redeemers,0.2431807495842613,Low Risk,2.0,34,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4558.97,90.18
722003,Frequent Redeemers,0.001878342632296033,Low Risk,1.0,33,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,13736.13,273.72
722089,Frequent Redeemers,0.03801050254851516,Low Risk,2.0,31,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2569.69,50.39
722120,Frequent Redeemers,0.03418880242366045,Low Risk,1.0,31,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,11274.91,224.5
722154,High Value Loyalists,0.9999802597461024,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,7703.4,2261.02
722169,Frequent Redeemers,0.0003916102791873922,Low Risk,0.0,41,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2620.6,51.41
722324,Frequent Redeemers,0.002030799776364043,Low Risk,0.0,39,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5923.21,117.46
722368,Seasonal Travelers,0.07877552739837489,Low Risk,1.0,44,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,12280.77,244.62
722399,Frequent Redeemers,0.0017399825446738355,Low Risk,0.0,34,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2485.89,48.72
722518,Frequent Redeemers,0.035400245711865244,Low Risk,0.0,30,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2956.36,58.13
722538,Frequent Redeemers,0.00825999934745364,Low Risk,1.0,44,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3311.16,65.22
722566,Seasonal Travelers,0.03990990988483925,Low Risk,0.0,54,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4723.45,93.47
722629,Seasonal Travelers,0.001852901845259557,Low Risk,0.0,46,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4757.24,94.14
722976,Dormant Members,0.09704194401797417,Low Risk,0.0,28,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4617.39,91.35
722988,Frequent Redeemers,0.0002881551961590137,Low Risk,0.0,31,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2941.83,57.84
723015,Seasonal Travelers,0.015054643254413988,Low Risk,1.0,46,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7259.33,144.19
723055,Frequent Redeemers,0.00997754314852155,Low Risk,2.0,41,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4864.53,96.29
723061,Seasonal Travelers,0.11303908772559582,Low Risk,2.0,61,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6081.05,120.62
723091,Frequent Redeemers,0.13857520737582002,Low Risk,0.0,33,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6237.51,123.75
723112,Seasonal Travelers,0.0004117243218114372,Low Risk,0.0,46,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7288.3,144.77
723186,Frequent Redeemers,0.00019647028212713282,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5757.44,114.15
723208,High Value Loyalists,0.0005344457097063169,Low Risk,2.0,9,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2590.21,50.8
723262,High Value Loyalists,0.0003335674215150137,Low Risk,0.0,5,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4362.93,86.26
723298,Frequent Redeemers,0.02997100069180051,Low Risk,1.0,33,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7553.23,150.06
723347,Frequent Redeemers,0.004238245849315789,Low Risk,0.0,32,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7713.82,153.28
723390,At Risk Premium,0.9937171836857999,High Risk,21.0,3,21,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,4655.21,1133.8
723438,High Value Loyalists,0.0001599898262574391,Low Risk,0.0,1,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7375.57,146.51
723457,Dormant Members,0.5217430323715693,Medium Risk,1.0,23,1,0,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,6650.46,1632.62
723476,Frequent Redeemers,0.010206035787635848,Low Risk,0.0,38,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7469.56,148.39
723591,Frequent Redeemers,0.016413072947952294,Low Risk,0.0,38,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2693.66,52.87
723672,Frequent Redeemers,0.2971215021959467,Low Risk,3.0,37,3,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6305.93,125.12
723691,Seasonal Travelers,0.002776332721450625,Low Risk,0.0,46,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,18380.39,366.61
723707,Dormant Members,0.062444442357725546,Low Risk,1.0,12,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6883.69,136.67
723715,High Value Loyalists,3.462310041284825e-05,Low Risk,0.0,7,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6008.18,119.16
723820,Dormant Members,0.001049550774540041,Low Risk,0.0,28,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6514.43,129.29
723912,Frequent Redeemers,0.837288740017826,High Risk,2.0,35,2,0,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,9780.85,2884.26
